set_name,set_topic,set_id,order_index,word,pronunciation,part_of_speech,level,definition_vi,definition_en,synonyms,antonyms,example_sentence
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,25,cultural taboo,/ˈkʌltʃərəl təˈbuː/,phrase,B2,"những hành động, chủ đề, hoặc vật thể bị cấm hoặc tránh tránh trong một nền văn hóa vì lý do tôn giáo hoặc xã hội",prohibited actions or topics in a culture due to religious or social reasons,"cultural prohibition, forbidden practice",cultural acceptance,Discussing certain family matters remains a cultural taboo in many traditional societies.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,26,rite of passage,/ˈraɪt əv ˈpæsɪdʒ/,phrase,B2,"một nghi lễ hoặc sự kiện đánh dấu một giai đoạn quan trọng trong cuộc sống của một người, như trưởng thành",a ceremony or event marking an important transition in a person's life,"initiation ceremony, transition ritual",,Coming-of-age ceremonies serve as rites of passage in many cultures worldwide.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,27,cultural artifact,/ˈkʌltʃərəl ˈɑːrtɪfækt/,phrase,B2,một vật thể vật chất được tạo ra bởi con người phản ánh các khía cạnh của một nền văn hóa,a physical object created by humans that reflects aspects of a culture,"cultural object, historical artifact",,Museums display cultural artifacts to educate visitors about ancient civilizations.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,28,cultural appropriation,/ˌkʌltʃərəl ˌæprəʊˈpreɪʃən/,phrase,B2,"việc một nhóm người lấy hoặc sử dụng các yếu tố của một nền văn hóa khác, thường gây tranh cãi","the adoption of elements from one culture by members of another, often controversial","cultural borrowing, cultural imitation",cultural respect,The fashion industry faces criticism for cultural appropriation when using sacred symbols.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,29,vernacular,/vərˈnækjələr/,noun,B2,"ngôn ngữ hoặc phương ngữ được nói hàng ngày bởi người dân thông thường, không phải ngôn ngữ chính thức","the everyday language spoken by ordinary people in a region, not formal or literary","dialect, colloquial language","formal language, standard language",The author uses vernacular speech to make the characters more authentic and relatable.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,30,cultural relativism,/ˌkʌltʃərəl rɪˈlætɪvɪzəm/,phrase,B2,"quan điểm rằng các niềm tin và thực hành của một nền văn hóa nên được hiểu trong bối cảnh của chính nó, không phải theo tiêu chuẩn của nền văn hóa khác",the view that beliefs and practices should be understood within their own cultural context,"cultural perspective, contextual understanding",ethnocentrism,Anthropologists apply cultural relativism to avoid imposing their own values on other societies.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,31,cultural monument,/ˈkʌltʃərəl ˈmɒnjumənt/,phrase,C1,một công trình kiến trúc hoặc địa điểm được công nhận có giá trị lịch sử hoặc văn hóa đặc biệt,a building or site recognized for its historical or cultural significance,"historical monument, landmark",,The Great Wall of China is a cultural monument that attracts millions of visitors annually.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,32,cultural ambassador,/ˈkʌltʃərəl ˈæmbæsədər/,phrase,B2,một người đại diện cho nền văn hóa của mình và giúp quảng bá sự hiểu biết về nó ở các nước khác,a person who represents and promotes their culture to other nations,"cultural representative, cultural advocate",,"The musician became a cultural ambassador, sharing traditional music with international audiences."
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,33,cultural context,/ˈkʌltʃərəl ˈkɒntekst/,phrase,B2,"những điều kiện, hoàn cảnh, và nền tảng văn hóa cần thiết để hiểu một sự kiện, tác phẩm, hoặc hành vi",the circumstances and cultural background necessary to understand something,"cultural background, cultural setting",,Understanding the cultural context is essential for interpreting ancient texts correctly.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,34,cultural pluralism,/ˌkʌltʃərəl ˈplʊərəlɪzəm/,phrase,B2,một xã hội hoặc hệ thống chính trị cho phép và công nhận sự tồn tại của nhiều nền văn hóa khác nhau,a society that recognizes and accepts the coexistence of multiple cultures,"multiculturalism, cultural diversity",monoculturalism,Canada is often cited as an example of cultural pluralism in action.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,35,cultural transmission,/ˌkʌltʃərəl trænzˈmɪʃən/,phrase,B2,"quá trình truyền tải kiến thức, giá trị, và kỹ năng từ thế hệ này sang thế hệ khác",the process of passing cultural knowledge and values from one generation to the next,"cultural inheritance, cultural transfer",cultural loss,Family gatherings play a crucial role in cultural transmission of traditions.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,36,cultural stereotype,/ˈkʌltʃərəl ˈsteriətaɪp/,phrase,B2,"một quan niệm chung, thường không chính xác, về các đặc điểm của một nhóm văn hóa hoặc dân tộc",a generalized and often inaccurate belief about a cultural or ethnic group,"cultural bias, prejudice",cultural understanding,Media representations often reinforce harmful cultural stereotypes about minority groups.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,37,cultural evolution,/ˌkʌltʃərəl ˌiːvəˈluːʃən/,phrase,B2,sự thay đổi và phát triển của các yếu tố văn hóa theo thời gian do ảnh hưởng của môi trường và tương tác xã hội,the gradual change and development of cultural elements over time,"cultural change, cultural development",cultural stagnation,The evolution of language demonstrates how cultures adapt and change over centuries.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,38,cultural institution,/ˈkʌltʃərəl ˌɪnstɪˈtjuːʃən/,phrase,B2,"một tổ chức hoặc cơ sở như bảo tàng, thư viện, hoặc nhà hát dành cho bảo vệ và quảng bá văn hóa",an organization dedicated to preserving and promoting cultural heritage,"cultural organization, cultural center",,The British Museum is a major cultural institution that houses artifacts from around the world.
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,39,cultural significance,/ˌkʌltʃərəl sɪɡˈnɪfɪkəns/,phrase,B2,"tầm quan trọng hoặc ý nghĩa của một sự vật, sự kiện, hoặc thực hành đối với một nền văn hóa",the importance or meaning of something within a particular culture,"cultural importance, cultural value",cultural insignificance,The dragon holds great cultural significance in many Asian societies.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,0,articulate,/ɑːˈtɪkjuleɪt/,v|adj,B2,"diễn đạt rõ ràng, mạch lạc; có khả năng nói/viết tốt",to express thoughts or feelings clearly and effectively; able to speak fluently,"express, communicate",mumble,The speaker articulated her concerns about climate change in a compelling presentation to the conference audience.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,1,elaborate,/ɪˈlæbəreɪt/,v|adj,B2,"giải thích chi tiết; phức tạp, công phu",to add more information to explain something in detail; complex and carefully designed,"expand, develop",simplify,Could you elaborate on the main points of your research paper during the academic seminar?
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,2,convey,/kənˈveɪ/,v,B2,"truyền đạt, diễn tả, biểu đạt","to communicate or express an idea, feeling, or information","communicate, express",conceal,The documentary effectively conveys the struggles of indigenous communities through powerful visual storytelling and testimonies.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,3,eloquent,/ˈeləkwənt/,adj,C1,"hùng hồn, lôi cuốn, có sức thuyết phục (về lời nói)","fluent, persuasive, and expressive in speaking or writing","articulate, expressive",inarticulate,Her eloquent speech at the graduation ceremony moved every student and parent in the auditorium.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,4,subtle,/ˈsʌtl/,adj,B2,"tinh tế, mỏng manh, khó nhận thấy",not obvious; delicate and requiring careful attention to notice or understand,"delicate, understated",obvious,The author uses subtle hints and symbolism throughout the narrative to convey deeper meanings about human relationships.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,5,nuance,/ˈnjuːɑːns/,n,C1,"sắc thái, điểm tinh tế, chi tiết nhỏ","a subtle difference in meaning, tone, or expression that is often overlooked","subtlety, shade",obviousness,Understanding the nuances of diplomatic communication is essential for international negotiations and peacekeeping efforts.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,6,obscure,/əbˈskjʊə(r)/,v|adj,B2,"làm mờ đi, che phủ; không rõ ràng, khó hiểu",to make something unclear or difficult to understand; not clearly expressed,"conceal, unclear",clarify,The technical jargon in the academic paper obscures the main findings from readers without specialized knowledge.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,7,concise,/kənˈsaɪs/,adj,B2,"ngắn gọn, súc tích, vắn tắt","brief and clear, using few words without unnecessary details","brief, succinct",verbose,The executive summary provides a concise overview of the business plan in approximately five hundred words.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,8,disambiguate,/ˌdɪsæmˈbɪɡjueɪt/,v,C1,"làm rõ ý nghĩa, loại bỏ sự mơ hồ",to remove confusion or uncertainty about the meaning of something,"clarify, explain",confuse,The professor had to disambiguate the complex philosophical concept for students who struggled with the abstract terminology.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,9,rhetoric,/ˈretərɪk/,n,B2,"nghệ thuật hùng biện, phương pháp thuyết phục bằng lời nói",the art of using language effectively and persuasively; style of speaking or writing,"eloquence, oratory",plainness,Political candidates often employ rhetoric to sway public opinion during election campaigns and television debates.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,10,discourse,/ˈdɪskɔːs/,n|v,B2,"cuộc đối thoại, bài thuyết trình; lý luận, bàn bạc",written or spoken communication; a formal discussion on a particular subject,"conversation, dialogue",silence,The conference featured an engaging discourse on the future of artificial intelligence and its implications for society.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,11,colloquial,/kəˈləʊkwiəl/,adj,B2,"thân mật, hàng ngày, nói chuyện bình thường",relating to informal language used in everyday conversation rather than formal writing,"informal, conversational",formal,Students should understand the difference between colloquial English used in casual settings and academic English required in formal essays.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,12,get across,/ɡet əˈkrɒs/,phrase,B1,"truyền đạt được, giải thích rõ, làm cho người khác hiểu",to succeed in making someone understand what you mean,"convey, communicate",confuse,The teacher struggled to get across the importance of critical thinking to her disengaged students.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,13,put across,/ˌpʊt əˈkrɒs/,phrase,B2,"trình bày, diễn đạt, giải thích một ý kiến",to present or explain an idea or opinion in a way that others can understand,"express, convey",conceal,The presenter put across her environmental concerns through compelling data and real-world examples during the sustainability conference.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,14,break down,/ˌbreɪk ˈdaʊn/,phrase,B1,"chia nhỏ, phân tích chi tiết, giải thích từng phần","to explain something complex by dividing it into smaller, simpler parts","analyze, explain",combine,Could you break down the grammatical structure of this sentence for students who find English syntax challenging?
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,15,hedge,/hedʒ/,v|n,C1,"nói gián tiếp, tránh trả lời trực tiếp; lời nói né tránh",to avoid committing oneself to something definite; a cautious or evasive statement,"equivocate, evade",commit,The politician began to hedge when questioned about her controversial policy stance during the televised interview.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,16,cohesion,/kəʊˈhiːʒn/,n,B2,"sự liên kết, sự gắn kết, tính mạch lạc",the quality of being logically connected and forming a unified whole,"unity, coherence",fragmentation,The essay demonstrated excellent cohesion through effective use of transition words and pronouns that linked all paragraphs together.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,17,ambiguity,/æmˈbɪɡjuəti/,n,B2,"sự mơ hồ, sự không rõ ràng, tính hai chiều",uncertainty or inexactness of meaning; a word or statement that can be interpreted in multiple ways,"vagueness, obscurity",clarity,The ambiguity in the contract language led to misunderstandings between the two companies during the business negotiation.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,18,pragmatic,/præɡˈmætɪk/,adj,B2,"thực tế, tập trung vào kết quả thực tiễn","dealing with things in a practical, realistic way based on actual circumstances rather than theory","practical, realistic",idealistic,The company adopted a pragmatic approach to communication by focusing on clear messages that directly addressed customer concerns.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,19,circumlocution,/ˌsɜːkəmləˈkjuːʃən/,noun,C1,"cách nói vòng vo, dùng nhiều từ để diễn tả một ý tưởng thay vì nói thẳng; tránh nói trực tiếp",the use of many words to express an idea that could be expressed in fewer words; indirect speech,"periphrasis, roundabout expression","directness, plainness",The politician's circumlocution during the interview frustrated journalists who wanted a straightforward answer about the scandal.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,20,verbosity,/vɜːrˈbɒsɪti/,noun,C1,"tính chất dùng quá nhiều từ; lời nói dài dòng,啰嗦; thiếu súc tích",the quality of using more words than necessary; wordiness,"wordiness, prolixity","brevity, conciseness",Academic writing should avoid verbosity; every sentence must contribute meaningfully to the argument.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,21,intonation,/ˌɪntəˈneɪʃən/,noun,B2,"cách thay đổi cao độ giọng nói khi nói; nhịp điệu, âm điệu của lời nói",the pattern of rise and fall in the pitch of the voice when speaking,"pitch, tone",,"Native speakers use intonation to express questions, emotions, and emphasis, which non-native learners often struggle to master."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,22,enunciate,/ɪˈnʌnsieɪt/,verb,B2,phát âm rõ ràng từng âm tiết; nói rõ lời; công bố chính thức,to pronounce words clearly and distinctly; to state or announce formally,"articulate, pronounce","mumble, slur",The teacher asked students to enunciate each syllable carefully to improve their pronunciation skills.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,23,rapport,/ræˈpɔːr/,noun,B2,"mối quan hệ hòa thuận, thân thiết giữa các người; sự hiểu biết lẫn nhau",a close and harmonious relationship in which people understand each other well,"connection, understanding","discord, friction",Building rapport with clients is essential for successful business communication and long-term partnerships.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,24,misconstrue,/ˌmɪskənˈstruː/,verb,C1,"hiểu sai, diễn giải sai ý nghĩa của lời nói hoặc hành động",to interpret something incorrectly or misunderstand its meaning,"misinterpret, misunderstand","understand, comprehend","His casual remark was misconstrued as criticism, leading to unnecessary conflict among team members."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,25,coherence,/koʊˈhɪrəns/,noun,B2,"tính liên kết, mạch lạc; sự kết nối logic giữa các ý tưởng trong văn bản hoặc lời nói",the quality of being logical and consistent; the way ideas connect and flow together,"consistency, logical flow","incoherence, confusion",Good essays maintain coherence by using transition words and ensuring each paragraph supports the main thesis.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,26,articulation,/ɑːrˌtɪkjuˈleɪʃən/,noun,C1,"cách phát âm, cách nói rõ ràng; khả năng diễn đạt ý tưởng một cách rõ ràng","the production of clear, distinct sounds in speech; the ability to express ideas clearly","pronunciation, enunciation","mumbling, slurring",Clear articulation is crucial in public speaking; poor articulation can undermine even the most compelling message.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,27,vernacular,/vərˈnækjələr/,noun,B2,"ngôn ngữ thường dùng hàng ngày của một nhóm người; tiếng địa phương, tiếng dân gian",the everyday language spoken by ordinary people in a particular region or group,"dialect, local language","formal language, standard language",The author uses vernacular speech in dialogue to make characters feel authentic and relatable to local audiences.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,28,elucidate,/ɪˈluːsɪdeɪt/,verb,C1,"làm sáng tỏ, giải thích rõ ràng; làm cho dễ hiểu hơn",to make something clear or easier to understand by explaining it,"clarify, explain","obscure, confuse","The professor took time to elucidate the complex theory, providing concrete examples that helped students grasp the concept."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,29,linguistic competence,/lɪŋˈɡwɪstɪk ˈkɒmpɪtəns/,phrase,C1,khả năng hiểu và sử dụng ngôn ngữ một cách chính xác theo các quy tắc ngữ pháp,the ability to understand and produce grammatically correct sentences in a language,"language proficiency, grammatical knowledge",linguistic incompetence,Linguistic competence differs from linguistic performance; a speaker may have competence but make errors due to fatigue or distraction.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,30,register,/ˈredʒɪstər/,noun,B2,mức độ tính chính thức của ngôn ngữ; cách nói phù hợp với hoàn cảnh cụ thể,the level of formality or style of language used in a particular context or situation,"style, tone",,Students must learn to adjust their register when writing formal essays versus texting friends; using slang in academic papers is inappropriate.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,31,idiomatic expression,/ˌɪdiəˈmætɪk ɪkˈspreʃən/,phrase,B2,cụm từ hoặc câu có ý nghĩa không thể hiểu được từ từng từ riêng lẻ; thành ngữ,a phrase or expression whose meaning cannot be understood from the individual words; a fixed expression,"idiom, fixed phrase",literal expression,Learning idiomatic expressions is challenging for non-native speakers because 'raining cats and dogs' has nothing to do with actual animals.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,32,syntax,/ˈsɪntæks/,noun,B2,quy tắc sắp xếp từ và cụm từ để tạo thành câu đúng; cấu trúc câu,the rules governing the arrangement of words and phrases to form grammatically correct sentences,"grammar, sentence structure",,"English syntax requires the subject to come before the verb in most cases, unlike some other languages with more flexible word order."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,33,semantics,/səˈmæntɪks/,noun,C1,"lĩnh vực nghiên cứu ý nghĩa của từ, cụm từ và câu; ý nghĩa ngôn ngữ",the study of meaning in language; the relationship between words and what they represent,"meaning, interpretation",,"Semantics explains why 'book' can mean both a physical object and the act of reserving something, depending on context."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,34,phonetics,/fəˈnetɪks/,noun,B2,ngành học về âm thanh trong ngôn ngữ; cách phát âm các âm tiết,the study of speech sounds and how they are produced and perceived,"pronunciation study, sound system",,Phonetics helps language teachers understand why certain sounds are difficult for learners whose native language lacks those sounds.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,35,digress,/daɪˈɡres/,verb,B2,"lạc đề, nói chệch khỏi chủ đề chính; rẽ ra khỏi con đường chính",to depart from the main subject or topic being discussed,"deviate, stray","focus, concentrate","The speaker began to digress into personal anecdotes, losing the audience's attention and delaying the main presentation."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,36,expound,/ɪkˈspaʊnd/,verb,C1,"giải thích chi tiết, trình bày rõ ràng; phát biểu lâu dài về một chủ đề",to explain or describe something in detail; to set forth systematically,"explain, elaborate","condense, summarize","The philosopher expounded on the nature of consciousness for over an hour, providing rigorous arguments and thought experiments."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,37,interjection,/ˌɪntərˈdʒekʃən/,noun,B2,từ hoặc cụm từ được xen vào câu để biểu lộ cảm xúc; tiếng thốt,"a word or phrase inserted into a sentence to express emotion or reaction, often standing alone","exclamation, ejaculation",,"Interjections like 'wow,' 'ouch,' and 'alas' add emotional color to speech but are rarely used in formal academic writing."
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,38,modulate,/ˈmɒdjuleɪt/,verb,C1,"thay đổi âm lượng, cao độ hoặc tông giọng khi nói; điều chỉnh một cách mượt mà","to vary the tone, pitch, or volume of the voice; to adjust smoothly","adjust, vary","maintain, fix",Skilled orators modulate their voices to maintain audience engagement and emphasize key points throughout their speeches.
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,39,linguistic relativity,/lɪŋˈɡwɪstɪk rɪˈlætɪvɪti/,phrase,C1,giả thuyết rằng cấu trúc ngôn ngữ ảnh hưởng đến cách người nói nhận thức và suy nghĩ về thế giới,the hypothesis that the structure of a language influences how its speakers perceive and think about the world,Sapir-Whorf hypothesis,,Linguistic relativity suggests that speakers of languages with many color terms may perceive color distinctions differently than speakers of languages with fewer terms.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,0,breakthrough,/ˈbreɪkθruː/,noun,B2,"Bước tiến đột phá, thành tựu quan trọng sau một giai đoạn khó khăn","A sudden, dramatic, and important discovery or development","discovery, advance, innovation","setback, failure",The discovery of penicillin was a major breakthrough in modern medicine that saved millions of lives.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,1,drawback,/ˈdrɔːbæk/,noun,B1,"Nhược điểm, bất lợi, điều không thuận lợi",A disadvantage or problem that makes something less attractive,"disadvantage, downside, limitation","advantage, benefit","While solar energy is renewable, a major drawback is its high initial installation cost."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,2,sustainable,/səˈsteɪnəbl/,adjective,B2,"Bền vững, có thể duy trì lâu dài mà không làm hại môi trường",Able to be maintained at a certain level without depleting natural resources,"renewable, eco-friendly, long-term","unsustainable, temporary",Governments are investing in sustainable agriculture to reduce environmental damage and ensure food security.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,3,overestimate,/ˌoʊvərˈestɪmeɪt/,verb,B2,"Đánh giá quá cao, ước tính vượt quá giá trị thực tế","To assess something as being greater in value, importance, or ability than it actually is","overrate, exaggerate, overvalue","underestimate, underrate",Many investors tend to overestimate the potential returns of new startups without conducting thorough market research.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,4,underfunded,/ˌʌndərˈfʌndɪd/,adjective,B2,"Thiếu kinh phí, không được cấp đủ ngân sách",Not having enough money or financial support to operate effectively,"under-resourced, poorly funded, cash-strapped","well-funded, adequately financed","Many public schools in rural areas remain underfunded, limiting access to quality education for students."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,5,overcome,/ˌoʊvərˈkʌm/,verb,B1,"Vượt qua, chiến thắng, giải quyết được (khó khăn, thách thức)",To successfully deal with or manage a problem or difficulty,"conquer, surmount, defeat","surrender, succumb","With determination and support, she managed to overcome her fear of public speaking and delivered an excellent presentation."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,6,undermine,/ˌʌndərˈmaɪn/,verb,B2,"Làm suy yếu, phá hoại từ từ, làm mất hiệu lực","To weaken or damage something gradually, especially someone's confidence or authority","weaken, sabotage, erode","strengthen, support",Constant criticism from colleagues can undermine an employee's confidence and motivation at work.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,7,overlook,/ˌoʊvərˈlʊk/,verb,B1,"Bỏ qua, không chú ý đến, coi thường",To fail to notice something; to ignore or disregard,"ignore, miss, disregard","notice, observe","It is easy to overlook small details when reading quickly, but they often contain important information."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,8,sustainability,/səˌsteɪnəˈbɪləti/,noun,B2,"Tính bền vững, khả năng duy trì lâu dài",The quality of being able to be maintained or continued without depleting resources,"durability, longevity, viability","unsustainability, depletion",The sustainability of renewable energy sources makes them crucial for combating climate change.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,9,breakthrough technology,,collocation,B2,"Công nghệ đột phá, công nghệ mang lại bước tiến lớn",A new technology that represents a major advance or innovation,"cutting-edge technology, revolutionary technology","outdated technology, conventional technology",Artificial intelligence is considered a breakthrough technology that will transform multiple industries.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,10,environmental drawback,,collocation,B2,"Nhược điểm về môi trường, tác động tiêu cực đến môi trường",A disadvantage or negative environmental consequence,"environmental impact, ecological downside","environmental benefit, ecological advantage","While coal is an affordable energy source, its major environmental drawback is the emission of greenhouse gases."
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,11,underestimate,/ˌʌndərˈestɪmeɪt/,verb,B2,"Đánh giá quá thấp, ước tính dưới giá trị thực tế","To assess something as being less important, valuable, or capable than it actually is","underrate, downplay, minimize","overestimate, overrate",Scientists should not underestimate the potential impact of climate change on global food production.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,12,unforeseen,/ˌʌnfɔːrˈsiːn/,adjective,B2,"Không lường trước được, bất ngờ, không dự kiến",Not anticipated or predicted; unexpected,"unexpected, unanticipated, surprising","foreseen, anticipated",The project faced unforeseen challenges that required the team to adjust their original timeline.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,13,irreversible,/ˌɪrɪˈvɜːrsəbl/,adjective,B2,"Không thể đảo ngược, không thể khôi phục lại",Unable to be changed back to a previous state; permanent,"permanent, irretrievable, unchangeable","reversible, temporary",Deforestation can cause irreversible damage to ecosystems and biodiversity.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,14,inefficient,/ˌɪnɪˈfɪʃnt/,adjective,B1,"Không hiệu quả, kém hiệu suất, lãng phí","Not achieving maximum productivity; wasting time, money, or resources","unproductive, wasteful, ineffective","efficient, productive",The old manufacturing process was inefficient and produced excessive waste.
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,15,unprecedented,/ʌnˈpresɪdentɪd/,adjective,B2,"Chưa từng có tiền lệ, chưa bao giờ xảy ra trước đây",Never done or known before; having no previous example,"unparalleled, novel, unique","common, typical",The pandemic caused unprecedented disruption to global supply chains and economies.
