set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Thành phố bền vững & Quy hoạch đô thị,Sustainable Cities & Urban Planning,ea04ed40-154b-51df-a065-c2f8d40aef2e,meaning,intermediate,"A transit desert refers to _____ that lack adequate public transportation access, forcing residents to depend on private vehicles.",downtown business districts with high foot traffic,urban or suburban areas with insufficient or no public transit services,regions with extensive bike lane networks,neighborhoods with multiple transit hubs and stations,B,"Transit desert là khu vực thiếu dịch vụ giao thông công cộng. A mô tả khu vực có giao thông tốt, C và D là những khu vực được phục vụ tốt bởi giao thông công cộng.",2026-06-07T22:28:48.584208+00:00
Thành phố bền vững & Quy hoạch đô thị,Sustainable Cities & Urban Planning,ea04ed40-154b-51df-a065-c2f8d40aef2e,collocation,intermediate,The 15-minute city model emphasizes _____ by ensuring residents can access essential services within a short walk or bike ride.,car-dependent sprawl,proximity-based urbanism and reduced transportation time,increased urban density without any green space,centralized economic control in downtown areas,B,"15-minute city nhấn mạnh proximity-based urbanism—cư dân có thể tiếp cận dịch vụ gần nhất. A là đối lập, C và D không phản ánh mục tiêu chính của mô hình này.",2026-06-07T22:28:48.584208+00:00
Thành phố bền vững & Quy hoạch đô thị,Sustainable Cities & Urban Planning,ea04ed40-154b-51df-a065-c2f8d40aef2e,meaning,advanced,"Which urban design approach treats cities as living organisms and analyzes the flow of energy, water, and materials through urban systems?",Tactical urbanism,Placemaking,Urban metabolism,Last-mile connectivity,C,"Urban metabolism phân tích thành phố như một hệ thống sống, theo dõi dòng chảy của năng lượng, nước, vật liệu. A là các dự án quy mô nhỏ, B là thiết kế không gian công cộng, D là kết nối giao thông cuối cùng.",2026-06-07T22:28:48.584208+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,basic,"The village has maintained the same ___________ for over 200 years, celebrating the harvest every autumn.",festival,heritage,custom,spirituality,C,"Custom = thói quen, tập tục truyền thống. 'Festival' là lễ hội, nhưng không phù hợp với 'maintained for 200 years'. Heritage là di sản, spirituality là tâm linh.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,antonym,basic,The antonym of 'preserve' in the context of culture is _________.,protect,maintain,neglect,conserve,C,"Neglect (bỏ bê, không chăm sóc) là antonym của preserve (bảo tồn). Protect, maintain, conserve đều là từ gần nghĩa với preserve.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,basic,What does 'ritual' mean - ,A story passed down from generation to generation,A religious or solemn ceremony performed in a set sequence,A unique craft made by hand,A special event celebrated once a year,B,"Ritual = nghi thức, lễ lạc được thực hiện theo trình tự cố định. A là folklore, C là handcraft, D là festival.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,intermediate,The local artisans continue to produce ___________ that reflect the region's cultural identity.,handcrafts,ancestors,rituals,spiritualities,A,"Handcrafts = thủ công mỹ nghệ, được tạo ra bởi artisans. Ancestors là tổ tiên, rituals là nghi thức, spiritualities không phải dạng danh từ hợp lệ.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,collocation,intermediate,Which collocation is correct - ,pass down traditions,pass through traditions,pass over traditions,pass across traditions,A,"'Pass down' = truyền lại, di truyền qua các thế hệ. Đây là collocation chuẩn trong ngữ cảnh văn hóa truyền thống.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,intermediate,The old wooden house is now recognized as a UNESCO ___________ for its historical significance.,heritage site,custom,folklore,ancestor,A,"Heritage site = di tích di sản, được UNESCO công nhận. Các lựa chọn khác không phù hợp với ngữ cảnh về công nhận lịch sử.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,word_form,intermediate,The ___________ of the festival lies in its authentic representation of ancient agricultural practices.,spirituality,authenticity,celebration,heritage,B,Authenticity (tính xác thực) là danh từ hình thành từ 'authentic'. Nó phù hợp với 'authentic representation'. Các từ khác không phù hợp về ngữ pháp.,2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,intermediate,The community ___________ together every spring to celebrate their distinctive cultural heritage.,celebrates,preserves,gathers,ritualizes,A,'Celebrates' = tổ chức lễ kỷ niệm. Cụm 'celebrate together' là collocation phổ biến. 'Gathers' và 'ritualizes' không thích hợp; 'preserves' cũng có thể nhưng không tự nhiên với 'together'.,2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,advanced,The concept of 'spirituality' in indigenous ___________ often emphasizes harmony between humans and nature.,handcrafts,traditions,festivals,ancestors,B,"'Traditions' là từ hợp lệ để chỉ những tập tục truyền thống của các dân tộc nguyên thủy. Handcrafts là thủ công, festivals là lễ hội, ancestors là tổ tiên.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,collocation,advanced,"The anthropologist argued that to ___________ cultural diversity, societies must actively support local artisans and ___________ knowledge to younger generations.",celebrate / maintain,preserve / pass down,inherit / develop,protect / create,B,'Preserve cultural diversity' và 'pass down knowledge' là hai collocations chuẩn và hợp lý trong ngữ cảnh. A và D không chính xác; C không phù hợp về ý nghĩa.,2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,word_form,advanced,"In postmodern societies, the tension between maintaining ___________ cultural practices and adapting to global influences represents a complex challenge for heritage preservation.",authentic,distinctive,authentic and distinctive,customary and ritual,C,"Cả 'authentic' (xác thực) và 'distinctive' (độc đáo, khác biệt) đều cần thiết để mô tả thực tiễn văn hóa truyền thống đầy đủ. C là đáp án toàn diện nhất.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,synonym,basic,Which word is a synonym for 'heritage' - ,tradition,ritual,legacy,custom,C,"Legacy = di sản, tài sản được thừa kế từ quá khứ - là từ đồng nghĩa với heritage. Tradition, ritual, custom đều liên quan nhưng không phải từ đồng nghĩa hoàn hảo.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,intermediate,Which of the following best defines 'folklore' - ,The legal protection of cultural items,"Traditional beliefs, stories, and customs of a community",A formal ceremony with specific rules,Objects inherited from one's grandparents,B,"Folklore = những câu chuyện, tín ngưỡng, tập tục truyền thống của một cộng đồng. A là aspects pháp lý, C là ritual, D là heritage.",2026-06-03T22:55:12.088148+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,intermediate,Which of the following best describes 'intangible heritage'?,Physical objects like sculptures and paintings preserved in museums,"Non-material cultural elements such as music, language, and traditional knowledge",Ancient buildings and archaeological sites,Modern technological innovations created by contemporary artists,B,"Intangible heritage (di sản phi vật thể) đề cập đến những yếu tố văn hóa không thể chạm được như âm nhạc, ngôn ngữ, khiêu vũ, và kiến thức truyền thống. Các lựa chọn A, C, D đều liên quan đến di sản vật thể hoặc hiện đại, không phải intangible heritage.",2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,advanced,The concept of 'cultural relativism' suggests that we should evaluate other cultures based on ___.,Western standards and values,their own cultural context and values,universal moral principles,scientific evidence alone,B,"Cultural relativism (chủ nghĩa tương đối văn hóa) là quan điểm rằng các niềm tin và thực hành nên được hiểu trong bối cảnh của chính nó, không phải theo tiêu chuẩn của nền văn hóa khác. Đáp án A là ethnocentrism (chủ nghĩa trung tâm dân tộc), đối lập với cultural relativism.",2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,intermediate,What is the primary purpose of a 'rite of passage' in traditional cultures?,To entertain community members with celebrations,To mark an important transition in a person's life and integrate them into a new social status,To punish individuals who break cultural rules,To establish trade relationships with neighboring communities,B,"Rite of passage (nghi lễ chuyển tiếp) là một nghi lễ đánh dấu giai đoạn quan trọng trong cuộc sống, như trưởng thành. Nó giúp tích hợp cá nhân vào một địa vị xã hội mới. Các lựa chọn khác không phản ánh chức năng chính của rite of passage.",2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,advanced,The term 'cultural appropriation' is often controversial because it involves ___.,the respectful exchange of cultural practices between communities,"the adoption of elements from one culture by another, sometimes without proper understanding or permission",the preservation of traditional practices within their original culture,the scientific study of different cultural practices,B,"Cultural appropriation (lấy cắp văn hóa) là việc một nhóm người lấy hoặc sử dụng các yếu tố của một nền văn hóa khác, thường gây tranh cãi vì thiếu hiểu biết hoặc sự cho phép. Đáp án A mô tả cultural exchange (trao đổi văn hóa), không phải appropriation.",2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,fill_blank,intermediate,Which phrase best completes the sentence: 'Understanding the ___ is essential for interpreting historical documents correctly.'?,cultural context,cultural stereotype,cultural taboo,cultural evolution,A,Cultural context (bối cảnh văn hóa) là những điều kiện và nền tảng cần thiết để hiểu một sự vật hoặc sự kiện. Các lựa chọn khác không phù hợp với ngữ cảnh của câu.,2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,intermediate,"In the context of language, 'vernacular' refers to ___.","the formal, standardized language used in official documents",the everyday language spoken by ordinary people in a region,an ancient language no longer in use,a language created for international communication,B,"Vernacular (tiếng địa phương/tiếng thường dân) là ngôn ngữ hoặc phương ngữ được nói hàng ngày bởi người dân thông thường, không phải ngôn ngữ chính thức. Đáp án A mô tả formal language, đối lập với vernacular.",2026-06-07T21:36:55.875556+00:00
Văn hóa & Truyền thống,Culture & Traditions,ed2991a0-7b18-5d15-a9c1-5b7b5a95fb73,meaning,intermediate,Which of the following is an example of 'cultural transmission'?,A government banning traditional practices,Grandparents teaching grandchildren traditional cooking methods and family stories,A museum displaying artifacts from different cultures,A country adopting technology from another nation,B,"Cultural transmission (truyền tải văn hóa) là quá trình truyền tải kiến thức, giá trị, và kỹ năng từ thế hệ này sang thế hệ khác. Đáp án B là ví dụ điển hình. Các lựa chọn khác không phản ánh quá trình truyền tải này.",2026-06-07T21:36:55.875556+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,basic,The speaker was able to _______ his ideas clearly to the audience despite the language barrier.,articulate,obscure,elaborate,disambiguate,A,articulate = diễn đạt rõ ràng. obscure (làm mờ) và elaborate (mở rộng chi tiết) không phù hợp ngữ cảnh.,2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,synonym,basic,Which word is a synonym for 'concise'?,verbose,elaborate,succinct,obscure,C,"succinct = ngắn gọn, vắn tắt (đồng nghĩa với concise). verbose = dài dòng (trái nghĩa).",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,basic,The politician's _______ speech persuaded many voters to support his campaign.,colloquial,eloquent,subtle,obscure,B,"eloquent = hùng biện, thuyết phục. colloquial (thân mật) và obscure (mờ ám) không phù hợp.",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,antonym,basic,What is the antonym of 'elaborate'?,expand,clarify,concise,convey,C,elaborate = mở rộng chi tiết; concise = ngắn gọn (trái nghĩa).,2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The teacher asked the student to _______ on her answer by providing specific examples.,get across,break down,elaborate,disambiguate,C,elaborate = nêu chi tiết thêm. break down (phân tích) và get across (truyền đạt) kém phù hợp hơn.,2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,synonym,intermediate,Which of the following is closest in meaning to 'convey'?,obscure,communicate,eloquent,nuance,B,"convey = truyền đạt, gửi gắm; communicate = giao tiếp (đồng nghĩa).",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The speaker struggled to _______ his message across due to his heavy accent.,put across,articulate,elaborate,obscure,A,"put across = truyền đạt, làm hiểu. Phù hợp với ngữ cảnh 'truyền tải thông điệp'.",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The _______ between the two proposals was important to understand their different approaches.,nuance,discourse,rhetoric,colloquial,A,"nuance = sắc thái, chi tiết tinh tế. phù hợp với việc hiểu sự khác biệt.",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,advanced,The professor had to _______ the confusing terminology before proceeding with the lecture.,articulate,disambiguate,obscure,convey,B,"disambiguate = làm rõ, giải thích từ ngữ gây nhầm lẫn. Phù hợp nhất.",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The author's use of _______ language made the academic paper accessible to general readers.,eloquent,obscure,colloquial,subtle,C,"colloquial = ngôn ngữ thân mật, dễ hiểu. Phù hợp với việc làm bài báo dễ tiếp cận.",2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,collocation,advanced,The _______ and _______ of the politician's address impressed the audience with its persuasive power.,"rhetoric, nuance","discourse, colloquial","eloquence, rhetoric","articulation, obscurity",C,eloquence (hùng biện) và rhetoric (kỹ thuật thuyết phục) cùng mô tả sức ảnh hưởng của bài phát biểu.,2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,advanced,The ability to _______ complex information into simple terms is a valuable skill for educators.,get across,break down,elaborate,disambiguate,B,break down = phân tích thành những phần đơn giản hơn. Phù hợp nhất với ngữ cảnh 'đơn giản hóa thông tin phức tạp'.,2026-06-03T23:09:17.27027+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The phrase 'raining cats and dogs' is an example of a(n) _____ because its meaning cannot be understood from individual words.,interjection,idiomatic expression,phonetic pattern,semantic rule,B,"Idiomatic expression là cụm từ có ý nghĩa không thể hiểu từ từng từ riêng lẻ. Interjection là tiếng thốt, phonetic pattern là mẫu âm thanh, semantic rule là quy tắc ý nghĩa—không phù hợp.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,"His comment was _____ as an insult, though he intended it as constructive criticism.",modulated,expounded,misconstrued,enunciated,C,"Misconstrue là hiểu sai, diễn giải sai ý nghĩa. Modulate là thay đổi giọng, expound là giải thích chi tiết, enunciate là phát âm rõ—không phù hợp với bối cảnh hiểu lầm.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,meaning,advanced,The politician's lengthy and roundabout explanation frustrated the journalists. Which word best describes this communication style?,circumlocution,coherence,articulation,intonation,A,"Circumlocution là cách nói vòng vo, dùng nhiều từ để tránh nói thẳng. Coherence là tính liên kết logic, articulation là cách phát âm rõ ràng, intonation là nhịp điệu giọng nói—không phù hợp với bối cảnh.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The author's writing is filled with unnecessary words and repetitive phrases. This demonstrates excessive ___.,vernacular,verbosity,register,syntax,B,"Verbosity là tính chất dùng quá nhiều từ, lời nói dài dòng. Vernacular là tiếng địa phương, register là mức độ tính chính thức, syntax là cấu trúc câu—không liên quan đến việc dùng quá nhiều từ.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,meaning,advanced,Which of the following best illustrates the concept of linguistic competence?,A non-native speaker makes grammatical errors when tired.,A speaker understands and can produce grammatically correct sentences according to language rules.,A person speaks with a strong accent that makes them hard to understand.,A student memorizes vocabulary words but cannot use them in sentences.,B,"Linguistic competence là khả năng hiểu và sử dụng ngôn ngữ theo quy tắc ngữ pháp. A là linguistic performance (lỗi do mệt mỏi), C là pronunciation issue, D là thiếu khả năng áp dụng.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,"The speaker began to _____ into personal stories, losing focus on the main argument.",modulate,elucidate,digress,enunciate,C,"Digress là lạc đề, nói chệch khỏi chủ đề chính. Modulate là thay đổi giọng nói, elucidate là giải thích rõ ràng, enunciate là phát âm rõ—không phù hợp với bối cảnh mất tập trung.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,advanced,"According to the Sapir-Whorf hypothesis, or _____, the structure of a language influences how speakers perceive reality.",linguistic competence,linguistic relativity,linguistic performance,linguistic register,B,"Linguistic relativity là giả thuyết rằng cấu trúc ngôn ngữ ảnh hưởng đến cách nhận thức. Linguistic competence là khả năng sử dụng ngôn ngữ, performance là thực hiện, register là mức độ tính chính thức.",2026-06-07T21:50:33.870963+00:00
Giao tiếp & Ngôn ngữ học,Communication & Language,ee12596c-31f5-5f5a-83ab-b43f8b536a9f,fill_blank,intermediate,The teacher asked students to _____ each word carefully to improve their pronunciation and be understood clearly.,digress,modulate,enunciate,expound,C,"Enunciate là phát âm rõ ràng từng âm tiết. Digress là lạc đề, modulate là thay đổi giọng, expound là giải thích chi tiết—không liên quan đến cách phát âm rõ ràng.",2026-06-07T21:50:33.870963+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,basic,"The company's new product represents a major _______ in smartphone technology, offering features never seen before.",breakthrough,drawback,setback,obstacle,A,"Breakthrough (bước tiến đột phá) là từ phù hợp để mô tả một sự phát triển mới lạ và quan trọng. Drawback là nhược điểm, setback là thất bại, obstacle là chướng ngại vật - tất cả đều không phù hợp với ngữ cảnh tích cực.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,basic,"Although renewable energy is promising, one significant _______ is the high cost of infrastructure development.",advantage,drawback,benefit,strength,B,"Drawback (nhược điểm) là từ đúng vì câu đang nói về một vấn đề tiêu cực. Advantage, benefit, strength đều có nghĩa tích cực, trái ngược với ý của câu.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,Which word is the opposite of 'overestimate'?,underestimate,overvalue,exaggerate,miscalculate,A,Underestimate (đánh giá quá thấp) là từ trái nghĩa trực tiếp với overestimate (đánh giá quá cao). Overvalue và exaggerate có liên quan đến overestimate nhưng không phải từ trái nghĩa. Miscalculate là tính toán sai nhưng không chỉ rõ hướng sai.,2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,basic,The government is committed to promoting _______ development to ensure resources are available for future generations.,temporary,sustainable,short-term,immediate,B,"Sustainable (bền vững) là từ phù hợp với ngữ cảnh về phát triển lâu dài và bảo vệ tài nguyên cho thế hệ tương lai. Temporary, short-term, immediate đều chỉ thời gian ngắn, trái với ý của câu.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,The _______ of renewable energy sources is crucial for addressing climate change and reducing carbon emissions.,unsustainability,sustainability,depletion,limitation,B,"Sustainability (tính bền vững) là danh từ phù hợp để nói về khả năng duy trì lâu dài của năng lượng tái tạo. Unsustainability là từ trái nghĩa, depletion là sự cạn kiệt, limitation là hạn chế - không phù hợp.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,"Many investors _______ the risks involved in emerging markets, leading to significant financial losses.",underestimated,overestimated,ignored,dismissed,A,Underestimated (đánh giá quá thấp) là từ đúng vì câu nói về việc không nhận ra đủ mức độ rủi ro. Overestimated sẽ có nghĩa ngược lại. Ignored và dismissed không chỉ rõ hành động đánh giá sai.,2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,meaning,basic,What is the meaning of 'underfunded'?,Having too much money,Not having enough financial support,Spending money wisely,Investing in new projects,B,"Underfunded (thiếu kinh phí) có nghĩa là không được cấp đủ ngân sách. Option A là ngược lại, C và D không liên quan đến ý nghĩa của từ.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,"The team managed to _______ numerous obstacles during the project, demonstrating great determination and problem-solving skills.",surrender to,succumb to,overcome,ignore,C,"Overcome (vượt qua) là từ phù hợp với ngữ cảnh về việc giải quyết thành công các khó khăn. Surrender to và succumb to có nghĩa là đầu hàng, ignore là bỏ qua - không phù hợp.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,Constant negative feedback can _______ an employee's confidence and motivation over time.,strengthen,support,undermine,encourage,C,"Undermine (làm suy yếu) là từ đúng để mô tả tác động tiêu cực của phản hồi tiêu cực. Strengthen, support, encourage đều có nghĩa tích cực, trái ngược với ý của câu.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,The report _______ several important details that could have changed the outcome of the investigation.,highlighted,emphasized,overlooked,documented,C,"Overlooked (bỏ qua) là từ phù hợp vì câu nói về việc không chú ý đến các chi tiết quan trọng. Highlighted, emphasized, documented đều chỉ việc chú ý hoặc ghi lại, không phù hợp.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,intermediate,Which of the following is a synonym for 'unprecedented'?,Common,Typical,Unparalleled,Ordinary,C,"Unparalleled (không có tiền lệ, vô song) là từ đồng nghĩa với unprecedented. Common, typical, ordinary đều có nghĩa ngược lại - thường gặp, bình thường.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,word_form,advanced,The government implemented new policies to _______ the impact of economic recession on vulnerable populations.,aggravate,mitigate,intensify,worsen,B,"Mitigate (giảm nhẹ, giảm thiểu) là từ đúng để nói về việc làm giảm tác hại của suy thoái kinh tế. Aggravate, intensify, worsen đều có nghĩa là làm tệ hơn, trái ngược với ý của câu.",2026-06-07T16:48:54.390374+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,meaning,intermediate,Which of the following best describes the meaning of 'proliferate' in the context of technology adoption?,To decrease in popularity and usage,To increase rapidly in number and spread widely,To remain stable without significant change,To be carefully controlled and limited,B,"Proliferate có nghĩa là tăng nhanh về số lượng, lan rộng. Trong bối cảnh công nghệ, nó chỉ sự phát triển nhanh chóng của các ứng dụng, thiết bị. Các đáp án khác đều ngược lại hoặc không phù hợp.",2026-06-07T22:20:40.504802+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,fill_blank,advanced,The company's decision to _____ environmental regulations by moving operations overseas has drawn criticism from activist groups.,comply with,circumvent,implement,enforce,B,"Circumvent có nghĩa là tìm cách vượt qua, tránh (quy tắc). Phù hợp với ngữ cảnh công ty cố gắng tránh các quy định môi trường. Comply with (tuân thủ), implement (thực hiện), enforce (thi hành) đều không phù hợp.",2026-06-07T22:20:40.504802+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,synonym,intermediate,Which word is most similar in meaning to 'inherent'?,Acquired,Intrinsic,Temporary,External,B,"Inherent (vốn có, bẩm sinh) đồng nghĩa với intrinsic (nội tại, bẩm sinh). Acquired (học được), temporary (tạm thời), external (bên ngoài) đều không phù hợp.",2026-06-07T22:20:40.504802+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,fill_blank,advanced,The documentary _____ images of pristine forests with scenes of deforestation to emphasize the environmental crisis.,separated,juxtaposed,isolated,distinguished,B,"Juxtapose (đặt cạnh nhau để so sánh) là từ chính xác để mô tả việc đặt hai hình ảnh đối lập cạnh nhau. Separated, isolated, distinguished không thể hiện được ý định so sánh/tương phản.",2026-06-07T22:20:40.504802+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,fill_blank,advanced,Recent studies have _____ the theory that early childhood education improves long-term academic outcomes.,contradicted,refuted,corroborated,disputed,C,"Corroborate (xác nhận, chứng thực) là động từ chính xác khi nói về việc các nghiên cứu hỗ trợ/xác nhận một lý thuyết. Contradicted, refuted, disputed đều có nghĩa phản bác, không phù hợp.",2026-06-07T22:20:40.504802+00:00
Từ Ghép & Từ Phái Sinh,Word Families,f5b120a8-6fb0-542c-803c-e94d54c6308b,fill_blank,advanced,The false _____ between economic growth and environmental protection has prevented comprehensive policy solutions.,integration,dichotomy,synthesis,harmony,B,"Dichotomy (sự chia tách thành hai phần đối lập) là từ chính xác để chỉ sự phân chia sai lầm thành hai khía cạnh đối lập. Integration, synthesis, harmony đều chỉ sự hợp nhất, không phù hợp.",2026-06-07T22:20:40.504802+00:00
